cve_id,pub_year,cwe_category,cvss_base,impact,exploitability,severity,in_kev
CVE-2020-76103,2020,Crypto,5.2,4.7,8.3,Medium,False
CVE-2023-87160,2023,InputValidation,3.3,2.8,4.9,Low,False
CVE-2023-87751,2023,Crypto,5.9,7.1,7.0,Medium,False
CVE-2019-83502,2019,Memory,5.0,6.3,6.7,Medium,False
CVE-2022-61410,2022,Other,4.2,3.7,3.4,Medium,False
CVE-2023-50888,2023,Other,3.7,6.0,5.0,Low,False
CVE-2021-59047,2021,Crypto,3.8,4.9,5.5,Low,False
CVE-2023-55955,2023,Crypto,6.7,7.1,3.3,Medium,False
CVE-2018-11982,2018,Other,4.4,5.9,6.8,Medium,False
CVE-2022-43864,2022,Auth,4.7,7.5,6.6,Medium,False
CVE-2019-89118,2019,Memory,4.3,5.0,3.5,Medium,False
CVE-2024-95490,2024,Crypto,4.5,7.3,7.7,Medium,False
CVE-2021-49265,2021,Crypto,5.5,5.9,8.0,Medium,False
CVE-2020-56313,2020,InputValidation,6.8,5.4,7.0,Medium,False
CVE-2024-54350,2024,Auth,4.1,6.7,6.3,Medium,False
CVE-2018-25378,2018,Other,2.3,2.3,7.0,Low,False
CVE-2021-79815,2021,Other,4.3,5.6,7.8,Medium,False
CVE-2021-37924,2021,InputValidation,5.4,4.5,6.9,Medium,False
CVE-2020-92593,2020,Memory,5.1,5.0,5.0,Medium,False
CVE-2024-17312,2024,Other,3.5,2.7,6.5,Low,True
CVE-2023-40353,2023,Auth,7.6,8.2,9.3,High,False
CVE-2018-96450,2018,Memory,6.0,6.1,5.6,Medium,False
CVE-2023-26192,2023,Other,8.4,7.3,10.0,High,False
CVE-2022-27450,2022,Other,3.9,4.2,5.4,Low,False
CVE-2024-15432,2024,InputValidation,2.2,3.4,6.2,Low,False
CVE-2021-67225,2021,Crypto,3.1,3.8,5.1,Low,False
CVE-2022-88711,2022,InputValidation,5.9,7.9,7.5,Medium,False
CVE-2022-75604,2022,Memory,4.3,6.8,3.7,Medium,False
CVE-2022-20295,2022,InputValidation,4.4,5.2,5.6,Medium,False
CVE-2022-16774,2022,Auth,5.8,6.7,4.9,Medium,False
CVE-2020-22190,2020,Memory,7.2,7.8,7.3,High,False
CVE-2023-41286,2023,InputValidation,6.5,7.7,8.8,Medium,False
CVE-2022-86325,2022,InputValidation,7.6,8.2,8.3,High,True
CVE-2024-82427,2024,InputValidation,3.8,5.5,2.3,Low,False
CVE-2020-97513,2020,Other,5.2,3.0,9.8,Medium,False
CVE-2023-74014,2023,InputValidation,5.9,5.4,7.1,Medium,False
CVE-2024-85852,2024,InputValidation,5.0,6.4,5.4,Medium,False
CVE-2023-65256,2023,Auth,6.5,5.1,6.8,Medium,False
CVE-2024-68630,2024,InputValidation,3.5,4.6,6.7,Low,False
CVE-2024-72771,2024,Memory,5.1,7.5,5.8,Medium,False
CVE-2021-61715,2021,InputValidation,5.2,5.9,7.0,Medium,False
CVE-2022-17466,2022,Memory,5.7,7.0,5.8,Medium,False
CVE-2019-27637,2019,Memory,5.9,5.9,5.9,Medium,False
CVE-2022-78745,2022,InputValidation,4.6,5.7,5.4,Medium,False
CVE-2020-46317,2020,InputValidation,2.6,4.6,3.8,Low,False
CVE-2023-59766,2023,Other,6.2,6.3,7.0,Medium,False
CVE-2022-13078,2022,InputValidation,6.9,7.6,8.1,Medium,False
CVE-2021-37299,2021,Crypto,2.5,2.7,7.0,Low,False
CVE-2020-13543,2020,Crypto,4.9,4.1,7.8,Medium,False
CVE-2024-61052,2024,Memory,3.6,4.8,7.0,Low,False
CVE-2018-32064,2018,Crypto,3.7,4.5,5.4,Low,False
CVE-2018-82287,2018,Memory,5.5,6.9,8.4,Medium,False
CVE-2020-90442,2020,Other,3.5,2.8,3.6,Low,False
CVE-2024-93632,2024,Memory,4.6,5.6,5.0,Medium,False
CVE-2024-24425,2024,InputValidation,2.9,4.5,4.7,Low,False
CVE-2023-61481,2023,Memory,7.2,7.3,8.9,High,False
CVE-2024-87347,2024,Other,4.3,5.1,8.2,Medium,False
CVE-2020-93114,2020,InputValidation,5.3,4.9,7.4,Medium,False
CVE-2024-82317,2024,Crypto,5.2,5.8,8.6,Medium,False
CVE-2019-96826,2019,Memory,4.5,6.2,5.2,Medium,False
CVE-2019-60530,2019,Auth,5.9,6.1,7.3,Medium,False
CVE-2019-91099,2019,Memory,7.2,9.5,7.2,High,False
CVE-2022-35888,2022,Other,7.3,7.0,8.4,High,False
CVE-2023-37491,2023,Memory,4.7,5.1,6.3,Medium,False
CVE-2021-42352,2021,Memory,6.3,8.2,6.5,Medium,False
CVE-2024-31676,2024,Memory,6.3,8.2,8.1,Medium,False
CVE-2021-75836,2021,InputValidation,5.1,4.3,7.9,Medium,False
CVE-2019-47463,2019,Crypto,5.5,6.7,5.6,Medium,False
CVE-2022-58990,2022,Memory,6.7,9.3,7.3,Medium,False
CVE-2023-96544,2023,Auth,2.6,4.8,4.6,Low,False
CVE-2024-73627,2024,InputValidation,3.3,4.6,1.9,Low,False
CVE-2022-30221,2022,InputValidation,6.4,7.5,7.4,Medium,False
CVE-2022-95837,2022,InputValidation,5.3,6.4,7.9,Medium,False
CVE-2020-82843,2020,InputValidation,4.8,6.8,7.3,Medium,False
CVE-2023-61313,2023,Crypto,5.2,6.0,3.2,Medium,False
CVE-2024-39251,2024,Memory,6.2,7.6,6.4,Medium,False
CVE-2018-56586,2018,Memory,3.2,5.0,2.5,Low,False
CVE-2024-84418,2024,Other,5.5,6.6,9.3,Medium,False
CVE-2022-63884,2022,Other,4.3,6.8,4.9,Medium,False
CVE-2020-62620,2020,InputValidation,6.9,5.7,8.9,Medium,False
CVE-2024-20040,2024,InputValidation,5.9,5.9,8.4,Medium,False
CVE-2022-81677,2022,Crypto,2.9,3.2,4.5,Low,False
CVE-2021-55878,2021,InputValidation,5.3,6.8,4.8,Medium,False
CVE-2020-15969,2020,Memory,5.7,7.9,7.7,Medium,False
CVE-2020-23162,2020,Memory,6.3,6.9,5.4,Medium,False
CVE-2024-75435,2024,Auth,7.4,8.2,7.3,High,False
CVE-2022-84667,2022,Crypto,4.1,5.0,5.6,Medium,False
CVE-2024-15037,2024,Memory,4.5,7.8,3.9,Medium,False
CVE-2020-70526,2020,Memory,1.5,5.5,2.6,Low,False
CVE-2019-97914,2019,Memory,4.7,7.0,7.3,Medium,False
CVE-2018-24693,2018,Crypto,3.5,5.2,5.5,Low,False
CVE-2022-69090,2022,Memory,5.6,7.3,6.0,Medium,False
CVE-2024-12451,2024,Memory,5.6,6.4,8.0,Medium,False
CVE-2023-75560,2023,Auth,5.1,6.3,8.9,Medium,False
CVE-2021-15962,2021,Memory,5.9,8.2,6.7,Medium,True
CVE-2024-99552,2024,Crypto,4.9,4.8,5.9,Medium,False
CVE-2023-26444,2023,Memory,5.3,4.6,7.3,Medium,False
CVE-2018-50443,2018,Memory,4.6,9.6,5.0,Medium,False
CVE-2023-26506,2023,Memory,6.7,9.1,7.7,Medium,False
CVE-2021-48384,2021,Auth,3.8,4.6,7.4,Low,False
CVE-2019-34248,2019,Other,6.4,6.0,7.9,Medium,False
CVE-2020-56162,2020,Auth,4.5,5.7,3.2,Medium,False
CVE-2022-52690,2022,InputValidation,4.2,6.4,5.4,Medium,False
CVE-2021-79625,2021,Crypto,4.1,5.9,5.1,Medium,False
CVE-2020-78008,2020,Memory,5.2,6.6,7.0,Medium,False
CVE-2019-70309,2019,InputValidation,3.2,4.8,7.3,Low,False
CVE-2023-53237,2023,Other,5.5,4.0,9.0,Medium,False
CVE-2024-45732,2024,Memory,4.5,5.6,5.7,Medium,False
CVE-2023-18104,2023,Memory,5.6,5.8,5.8,Medium,False
CVE-2020-93230,2020,Memory,5.5,6.9,8.9,Medium,False
CVE-2020-44980,2020,Memory,4.9,5.9,7.2,Medium,False
CVE-2020-84990,2020,Memory,5.8,8.0,9.4,Medium,False
CVE-2019-49560,2019,Crypto,5.4,7.7,7.6,Medium,False
CVE-2022-19554,2022,InputValidation,3.2,5.1,4.4,Low,False
CVE-2022-55987,2022,Other,4.9,5.4,4.2,Medium,False
CVE-2023-40985,2023,Auth,4.3,7.2,4.2,Medium,False
CVE-2023-58167,2023,InputValidation,6.1,6.7,8.0,Medium,False
CVE-2020-50428,2020,InputValidation,5.7,6.1,8.9,Medium,False
CVE-2021-77238,2021,InputValidation,5.8,7.1,10.0,Medium,False
CVE-2023-72723,2023,Crypto,5.7,6.2,8.3,Medium,False
CVE-2021-27038,2021,InputValidation,5.6,4.1,8.4,Medium,False
CVE-2020-32219,2020,Crypto,4.3,6.8,5.8,Medium,False
CVE-2021-14271,2021,InputValidation,5.8,7.3,4.9,Medium,False
CVE-2020-37397,2020,Crypto,4.3,4.4,7.9,Medium,False
CVE-2019-84491,2019,InputValidation,5.1,6.1,7.5,Medium,False
CVE-2024-39602,2024,InputValidation,6.2,7.0,7.1,Medium,False
CVE-2024-64471,2024,Other,4.3,4.7,7.1,Medium,False
CVE-2020-72150,2020,Auth,6.5,8.1,7.7,Medium,False
CVE-2018-54227,2018,Memory,7.7,10.0,9.8,High,False
CVE-2023-33116,2023,Other,5.1,3.8,8.6,Medium,False
CVE-2020-16674,2020,InputValidation,2.7,3.9,7.3,Low,False
CVE-2021-27469,2021,Other,4.1,5.5,8.1,Medium,False
CVE-2018-15446,2018,Auth,6.8,7.6,7.9,Medium,False
CVE-2020-30760,2020,InputValidation,5.6,5.7,5.8,Medium,False
CVE-2023-11963,2023,Memory,6.5,9.2,8.7,Medium,False
CVE-2023-86002,2023,InputValidation,3.2,4.0,3.8,Low,False
CVE-2020-37262,2020,InputValidation,6.6,7.0,8.8,Medium,False
CVE-2021-15177,2021,Crypto,4.4,4.6,4.3,Medium,False
CVE-2019-21160,2019,InputValidation,5.0,8.6,7.7,Medium,False
CVE-2018-17543,2018,Memory,5.9,10.0,6.0,Medium,False
CVE-2024-92162,2024,Auth,5.0,5.4,7.6,Medium,False
CVE-2023-49278,2023,Other,4.9,4.2,6.3,Medium,False
CVE-2022-39607,2022,InputValidation,6.8,7.3,4.1,Medium,False
CVE-2023-95835,2023,Memory,5.5,6.4,7.5,Medium,False
CVE-2024-27221,2024,InputValidation,3.7,5.9,5.6,Low,False
CVE-2023-13323,2023,Memory,6.6,7.0,8.5,Medium,False
CVE-2018-62105,2018,Other,4.5,2.1,5.9,Medium,False
CVE-2020-86151,2020,Memory,6.0,7.0,7.6,Medium,False
CVE-2023-76968,2023,Crypto,3.2,4.5,4.7,Low,False
CVE-2021-33238,2021,InputValidation,5.3,5.3,5.5,Medium,False
CVE-2024-73830,2024,Crypto,6.3,7.7,6.2,Medium,False
CVE-2023-83967,2023,Crypto,3.8,3.6,7.8,Low,False
CVE-2024-18330,2024,Auth,7.4,7.7,10.0,High,False
CVE-2020-54153,2020,Memory,5.8,6.6,5.4,Medium,False
CVE-2024-18611,2024,Memory,7.1,6.6,8.8,High,False
CVE-2021-23872,2021,Memory,4.9,8.2,3.2,Medium,False
CVE-2024-59455,2024,Other,4.0,5.5,4.5,Medium,False
CVE-2019-44930,2019,Other,5.6,5.9,4.9,Medium,False
CVE-2022-82022,2022,Crypto,3.9,7.0,4.5,Low,False
CVE-2023-72714,2023,Crypto,4.1,5.0,3.7,Medium,False
CVE-2021-98794,2021,Crypto,3.7,4.6,7.2,Low,False
CVE-2022-58716,2022,Memory,5.7,5.4,6.2,Medium,False
CVE-2024-76704,2024,Other,4.2,3.8,6.9,Medium,False
CVE-2021-10415,2021,InputValidation,8.6,10.0,8.7,High,False
CVE-2022-86441,2022,InputValidation,6.7,7.9,7.6,Medium,False
CVE-2018-80779,2018,InputValidation,3.7,4.0,7.5,Low,False
CVE-2024-92069,2024,Memory,5.9,5.0,6.4,Medium,False
CVE-2023-98444,2023,Memory,6.5,7.7,4.9,Medium,False
CVE-2021-81435,2021,Auth,7.2,7.3,8.9,High,False
CVE-2018-19888,2018,Memory,5.1,7.8,6.0,Medium,False
CVE-2022-55299,2022,Crypto,4.0,5.1,4.8,Medium,False
CVE-2018-68765,2018,Memory,5.6,6.8,6.5,Medium,False
CVE-2018-72714,2018,InputValidation,4.3,6.5,5.2,Medium,False
CVE-2022-25935,2022,InputValidation,6.4,6.1,6.0,Medium,False
CVE-2020-83002,2020,InputValidation,4.0,2.7,6.7,Medium,False
CVE-2020-90631,2020,Auth,3.4,6.2,7.4,Low,False
CVE-2023-86729,2023,InputValidation,4.4,4.7,4.8,Medium,False
CVE-2018-11320,2018,Crypto,4.5,5.8,5.8,Medium,False
CVE-2021-56032,2021,InputValidation,7.7,10.0,9.4,High,False
CVE-2019-87763,2019,Crypto,5.3,6.1,7.6,Medium,False
CVE-2022-27907,2022,Other,6.5,4.5,10.0,Medium,False
CVE-2023-48002,2023,Auth,7.8,7.9,9.2,High,False
CVE-2023-54838,2023,Memory,7.0,7.7,9.1,High,False
CVE-2020-48912,2020,Memory,4.9,7.6,4.5,Medium,False
CVE-2019-10552,2019,InputValidation,6.1,6.9,8.3,Medium,False
CVE-2018-30140,2018,Crypto,6.4,8.6,7.1,Medium,False
CVE-2021-95591,2021,Memory,3.9,5.3,5.6,Low,False
CVE-2024-58737,2024,InputValidation,6.1,6.7,7.1,Medium,False
CVE-2020-43367,2020,Crypto,5.3,4.1,8.0,Medium,False
CVE-2020-90634,2020,InputValidation,7.2,6.8,7.8,High,False
CVE-2019-34061,2019,Auth,5.3,5.1,4.9,Medium,False
CVE-2022-90336,2022,Memory,5.3,6.4,8.1,Medium,False
CVE-2023-52124,2023,Memory,5.8,6.6,5.7,Medium,False
CVE-2023-55638,2023,Auth,5.5,8.0,7.5,Medium,False
CVE-2024-11982,2024,InputValidation,6.3,7.4,6.4,Medium,False
CVE-2022-45765,2022,Crypto,3.6,3.6,5.8,Low,False
CVE-2019-92606,2019,InputValidation,4.9,6.1,8.1,Medium,False
CVE-2020-64681,2020,Memory,4.8,5.9,4.8,Medium,False
CVE-2023-73232,2023,Auth,3.7,4.6,9.9,Low,False
CVE-2022-72349,2022,Auth,2.8,6.2,3.5,Low,False
CVE-2022-73474,2022,Crypto,4.3,5.0,5.4,Medium,False
CVE-2023-39513,2023,InputValidation,7.3,9.6,8.1,High,False
CVE-2023-32592,2023,Crypto,5.4,6.1,7.8,Medium,False
CVE-2024-33618,2024,InputValidation,2.9,3.9,6.1,Low,False
CVE-2022-61632,2022,Memory,4.6,6.2,6.6,Medium,False
CVE-2023-25409,2023,Other,6.1,6.5,7.5,Medium,False
CVE-2020-19529,2020,Memory,7.4,10.0,7.1,High,True
CVE-2023-34154,2023,Other,4.5,2.6,8.5,Medium,False
CVE-2024-42882,2024,InputValidation,5.4,3.2,7.6,Medium,False
CVE-2021-54917,2021,Memory,7.9,9.8,9.0,High,False
CVE-2023-92488,2023,InputValidation,4.3,6.6,5.1,Medium,False
CVE-2023-25701,2023,Other,3.9,3.7,6.1,Low,False
CVE-2018-85281,2018,Auth,4.5,7.3,6.4,Medium,False
CVE-2022-99871,2022,Auth,2.9,2.5,4.2,Low,False
CVE-2019-78225,2019,Crypto,6.1,5.5,7.2,Medium,False
CVE-2024-62492,2024,Crypto,5.5,6.0,5.7,Medium,False
CVE-2023-12988,2023,Auth,7.7,7.9,8.3,High,False
CVE-2019-45919,2019,Memory,4.1,5.5,4.7,Medium,False
CVE-2019-58426,2019,InputValidation,7.5,6.1,9.8,High,False
CVE-2022-62167,2022,Memory,4.3,5.6,5.0,Medium,False
CVE-2021-19013,2021,Other,6.3,5.4,7.0,Medium,False
CVE-2018-49113,2018,Other,4.6,3.7,7.7,Medium,False
CVE-2022-13574,2022,Memory,5.6,6.4,5.8,Medium,False
CVE-2021-17838,2021,Auth,6.5,5.0,8.0,Medium,False
CVE-2019-41368,2019,Other,4.3,6.0,4.5,Medium,False
CVE-2023-42228,2023,Memory,7.4,8.3,9.8,High,False
CVE-2024-59711,2024,Crypto,5.9,5.1,6.6,Medium,True
CVE-2023-56097,2023,Other,4.3,5.1,5.4,Medium,False
CVE-2024-65773,2024,Memory,3.4,4.8,5.9,Low,False
CVE-2020-38639,2020,Crypto,7.0,5.1,8.0,High,False
CVE-2020-24823,2020,InputValidation,4.5,5.9,5.6,Medium,False
CVE-2020-33510,2020,Other,6.3,8.9,5.9,Medium,False
CVE-2023-48333,2023,Other,4.8,3.3,5.8,Medium,False
CVE-2024-14435,2024,Other,4.6,7.2,4.8,Medium,False
CVE-2023-48418,2023,InputValidation,6.2,7.5,10.0,Medium,False
CVE-2024-67955,2024,Other,4.8,5.4,5.6,Medium,False
CVE-2023-69507,2023,Auth,5.8,9.1,8.8,Medium,False
CVE-2021-61033,2021,InputValidation,5.4,6.6,7.2,Medium,False
CVE-2021-96089,2021,Auth,5.3,7.1,5.1,Medium,False
CVE-2018-82972,2018,Memory,5.5,6.9,6.9,Medium,False
CVE-2018-57219,2018,Crypto,5.1,7.3,8.4,Medium,False
CVE-2023-44477,2023,Memory,7.6,8.6,6.9,High,False
CVE-2021-99780,2021,Memory,6.1,6.1,8.9,Medium,False
CVE-2022-52721,2022,Memory,6.6,5.0,8.3,Medium,False
CVE-2022-77228,2022,Crypto,5.2,5.2,8.2,Medium,False
CVE-2020-25523,2020,InputValidation,3.7,4.8,5.6,Low,False
CVE-2022-42326,2022,Auth,5.0,6.4,4.8,Medium,False
CVE-2022-52205,2022,Memory,6.0,8.9,6.2,Medium,False
CVE-2021-10125,2021,InputValidation,4.1,5.3,6.9,Medium,False
CVE-2024-76735,2024,InputValidation,6.7,5.9,7.7,Medium,False
CVE-2022-26375,2022,Auth,3.7,6.6,2.9,Low,False
CVE-2022-12711,2022,InputValidation,4.4,7.3,6.9,Medium,False
CVE-2024-42437,2024,Crypto,4.6,2.1,6.2,Medium,False
CVE-2024-38022,2024,Other,3.8,4.1,5.8,Low,False
CVE-2024-19182,2024,Crypto,5.5,5.8,9.0,Medium,False
CVE-2020-98148,2020,Memory,5.4,8.8,8.0,Medium,False
CVE-2018-81531,2018,Memory,7.6,6.3,9.1,High,False
CVE-2020-50950,2020,Other,2.3,2.2,5.5,Low,False
CVE-2020-22920,2020,Memory,6.8,7.9,8.8,Medium,False
CVE-2024-32144,2024,Other,6.1,4.0,9.3,Medium,False
CVE-2023-94418,2023,InputValidation,5.6,4.2,8.7,Medium,False
CVE-2019-12565,2019,Other,3.6,4.1,4.3,Low,False
CVE-2019-98909,2019,Auth,3.8,6.2,6.3,Low,False
CVE-2019-63942,2019,Other,3.5,4.1,5.7,Low,False
CVE-2023-80560,2023,InputValidation,4.1,2.7,6.9,Medium,False
CVE-2023-34691,2023,Auth,5.9,7.8,8.3,Medium,False
CVE-2024-43799,2024,InputValidation,5.8,7.9,5.6,Medium,False
CVE-2024-76777,2024,InputValidation,6.3,7.0,7.0,Medium,False
CVE-2020-44510,2020,Crypto,3.7,3.8,2.6,Low,False
CVE-2021-97919,2021,Other,4.6,4.7,9.0,Medium,False
CVE-2020-87366,2020,Other,6.2,5.0,5.6,Medium,False
CVE-2021-38975,2021,Auth,6.6,7.4,7.1,Medium,False
CVE-2024-63242,2024,InputValidation,5.5,7.0,6.3,Medium,False
CVE-2022-56546,2022,InputValidation,6.3,4.9,8.5,Medium,False
CVE-2023-33267,2023,Auth,5.6,6.6,1.7,Medium,False
CVE-2022-87911,2022,Memory,4.9,7.7,7.0,Medium,False
CVE-2018-97049,2018,Memory,6.5,9.2,7.1,Medium,False
CVE-2018-79939,2018,InputValidation,3.6,7.1,6.1,Low,False
CVE-2022-14897,2022,InputValidation,7.0,7.2,10.0,High,False
CVE-2023-10163,2023,InputValidation,5.0,6.1,5.1,Medium,False
CVE-2020-62540,2020,Memory,7.2,9.1,8.7,High,True
CVE-2023-92915,2023,Memory,5.7,7.6,7.7,Medium,False
CVE-2023-40030,2023,Memory,4.3,5.7,8.9,Medium,False
CVE-2021-65313,2021,Other,5.6,7.1,5.7,Medium,False
CVE-2023-39870,2023,InputValidation,6.4,7.0,5.6,Medium,False
CVE-2021-39482,2021,InputValidation,5.2,5.3,8.5,Medium,False
CVE-2023-41058,2023,Crypto,5.3,4.8,7.2,Medium,False
CVE-2023-67255,2023,Memory,3.7,7.4,4.2,Low,False
CVE-2024-74930,2024,Other,5.1,5.7,5.7,Medium,False
CVE-2021-60500,2021,Auth,5.5,6.8,7.6,Medium,False
CVE-2021-36379,2021,Memory,5.9,7.5,8.5,Medium,False
CVE-2019-77787,2019,InputValidation,5.4,8.5,6.0,Medium,False
CVE-2020-33674,2020,Other,3.4,6.6,1.6,Low,False
CVE-2023-16590,2023,Other,5.5,5.3,7.5,Medium,True
CVE-2024-41432,2024,InputValidation,4.1,7.4,4.8,Medium,False
CVE-2021-50426,2021,Crypto,2.7,4.0,2.7,Low,False
CVE-2019-59584,2019,Memory,4.2,7.6,1.9,Medium,False
CVE-2020-97663,2020,Other,5.7,7.7,8.5,Medium,False
CVE-2022-48015,2022,Memory,7.1,6.7,7.1,High,False
CVE-2020-83251,2020,Other,3.4,3.7,5.8,Low,False
CVE-2020-79353,2020,Crypto,4.9,4.5,8.9,Medium,False
CVE-2023-92990,2023,Crypto,3.9,3.9,7.4,Low,False
CVE-2018-14600,2018,InputValidation,7.1,4.8,9.4,High,False
CVE-2022-34690,2022,Memory,5.0,6.4,4.3,Medium,False
CVE-2023-43762,2023,Memory,4.0,4.9,6.4,Medium,False
CVE-2020-47499,2020,Memory,5.6,7.0,4.0,Medium,False
CVE-2022-97988,2022,Memory,6.4,8.4,6.8,Medium,False
CVE-2023-17670,2023,Auth,4.9,5.1,6.1,Medium,False
CVE-2023-96687,2023,InputValidation,6.4,8.3,8.3,Medium,False
CVE-2022-27341,2022,Memory,5.5,7.8,7.1,Medium,False
CVE-2021-83823,2021,Other,6.2,6.5,7.9,Medium,False
CVE-2024-94074,2024,Other,4.3,4.0,7.6,Medium,False
CVE-2023-27015,2023,Other,8.0,6.3,10.0,High,False
CVE-2021-75126,2021,Other,2.8,3.4,5.6,Low,False
CVE-2019-65197,2019,Memory,7.0,8.3,5.5,High,False
CVE-2018-59849,2018,InputValidation,5.4,6.3,7.2,Medium,False
CVE-2019-25852,2019,Auth,5.6,7.3,5.5,Medium,False
CVE-2022-65361,2022,Crypto,5.8,3.7,8.9,Medium,False
CVE-2018-31258,2018,Memory,4.4,5.7,6.1,Medium,False
CVE-2021-72355,2021,Auth,6.2,7.4,6.0,Medium,False
CVE-2023-51508,2023,Memory,2.6,5.6,5.8,Low,False
CVE-2020-77784,2020,Memory,5.9,7.7,8.3,Medium,False
CVE-2023-81728,2023,InputValidation,3.4,3.9,6.0,Low,False
CVE-2023-37410,2023,Crypto,4.2,6.8,5.7,Medium,False
CVE-2020-19895,2020,Crypto,5.0,3.7,9.2,Medium,False
CVE-2023-81942,2023,Memory,5.9,7.8,5.5,Medium,False
CVE-2023-43924,2023,Other,5.8,5.9,6.8,Medium,False
CVE-2021-80831,2021,InputValidation,5.4,5.0,7.7,Medium,False
CVE-2020-22264,2020,Memory,4.6,7.9,4.1,Medium,False
CVE-2022-38038,2022,Other,5.6,5.4,7.4,Medium,False
CVE-2024-19136,2024,Other,3.8,4.2,4.4,Low,False
CVE-2023-23213,2023,Other,5.3,3.5,7.7,Medium,False
CVE-2019-87608,2019,Auth,4.1,3.6,4.5,Medium,False
CVE-2023-37431,2023,Crypto,5.7,6.0,8.0,Medium,False
CVE-2021-52290,2021,Crypto,3.9,3.2,8.1,Low,False
CVE-2022-77539,2022,Memory,5.8,7.1,8.5,Medium,False
CVE-2023-95535,2023,InputValidation,4.8,5.6,7.1,Medium,False
CVE-2022-52747,2022,InputValidation,5.3,7.0,6.5,Medium,False
CVE-2023-85974,2023,InputValidation,4.9,5.5,5.6,Medium,False
CVE-2023-89763,2023,Auth,6.7,6.0,9.3,Medium,False
CVE-2022-79208,2022,InputValidation,5.3,7.1,5.7,Medium,False
CVE-2019-82994,2019,Memory,5.3,7.5,5.1,Medium,False
CVE-2024-94075,2024,Memory,6.5,7.5,8.2,Medium,False
CVE-2024-79015,2024,Crypto,4.4,6.2,5.3,Medium,False
CVE-2019-24887,2019,Memory,3.3,4.7,4.7,Low,False
CVE-2022-10051,2022,Other,3.0,6.1,4.1,Low,False
CVE-2020-77695,2020,InputValidation,4.8,6.9,6.0,Medium,False
CVE-2023-79926,2023,InputValidation,4.9,4.5,6.2,Medium,False
CVE-2023-95571,2023,Crypto,4.4,5.1,7.0,Medium,False
CVE-2019-38491,2019,Auth,5.9,6.4,8.5,Medium,False
CVE-2024-26080,2024,InputValidation,5.9,5.8,7.6,Medium,False
CVE-2020-44880,2020,Crypto,5.5,6.0,6.4,Medium,False
CVE-2023-69965,2023,Crypto,5.0,7.6,6.7,Medium,False
CVE-2022-57361,2022,InputValidation,7.1,7.6,7.9,High,False
CVE-2021-97685,2021,Other,5.6,3.0,8.4,Medium,False
CVE-2019-90875,2019,Auth,5.1,7.4,7.2,Medium,False
CVE-2019-76890,2019,Crypto,5.0,7.5,6.2,Medium,False
CVE-2023-81156,2023,Other,5.4,5.6,4.8,Medium,False
CVE-2022-79290,2022,Other,4.5,6.6,4.2,Medium,False
CVE-2019-26593,2019,Auth,5.5,9.5,8.6,Medium,False
CVE-2019-26167,2019,Auth,5.4,8.0,8.1,Medium,False
CVE-2018-98091,2018,Crypto,5.4,5.9,7.7,Medium,False
CVE-2023-43005,2023,Crypto,4.7,7.1,6.7,Medium,False
CVE-2023-75471,2023,Crypto,5.7,5.7,9.2,Medium,False
CVE-2018-60728,2018,Auth,5.2,6.5,5.9,Medium,False
CVE-2022-18691,2022,Memory,7.2,6.5,8.5,High,False
CVE-2019-19756,2019,Other,5.6,7.3,6.9,Medium,False
CVE-2024-46308,2024,Other,4.7,3.8,5.2,Medium,False
CVE-2024-74079,2024,Memory,8.3,9.3,8.4,High,False
CVE-2023-75524,2023,Auth,7.2,7.2,7.7,High,False
CVE-2024-70466,2024,Memory,5.2,4.9,7.1,Medium,False
CVE-2023-19327,2023,InputValidation,4.0,6.6,7.0,Medium,False
CVE-2024-38520,2024,Auth,4.3,3.3,6.1,Medium,False
CVE-2022-53308,2022,Memory,8.0,7.9,10.0,High,False
CVE-2021-26533,2021,Auth,6.8,7.8,9.2,Medium,False
CVE-2020-54488,2020,Auth,6.9,5.6,7.9,Medium,False
CVE-2021-77160,2021,InputValidation,6.1,6.2,6.9,Medium,False
CVE-2023-50429,2023,Memory,8.2,9.9,9.3,High,False
CVE-2019-61726,2019,InputValidation,6.1,5.2,7.5,Medium,False
CVE-2020-96348,2020,Crypto,4.5,3.9,6.3,Medium,False
CVE-2022-83065,2022,Other,3.6,7.2,6.4,Low,False
CVE-2020-30653,2020,Crypto,5.9,8.4,7.0,Medium,False
CVE-2022-66921,2022,InputValidation,4.2,6.0,1.0,Medium,False
CVE-2024-23654,2024,Crypto,5.2,7.0,7.3,Medium,False
CVE-2023-12108,2023,InputValidation,5.7,8.0,6.2,Medium,False
CVE-2023-79483,2023,Auth,5.1,5.4,9.4,Medium,False
CVE-2022-17899,2022,Memory,6.8,6.3,6.8,Medium,False
CVE-2022-23372,2022,Auth,6.9,8.3,5.0,Medium,False
CVE-2020-47682,2020,InputValidation,5.7,8.5,7.1,Medium,False
CVE-2024-77799,2024,Other,4.6,5.8,4.8,Medium,False
CVE-2020-46583,2020,InputValidation,4.4,4.7,7.3,Medium,False
CVE-2019-39295,2019,Crypto,7.1,8.5,7.7,High,False
CVE-2023-76113,2023,Other,5.4,4.2,8.1,Medium,False
CVE-2019-90565,2019,Memory,5.6,6.5,5.4,Medium,False
CVE-2021-59574,2021,Other,5.3,5.5,6.7,Medium,False
CVE-2018-74934,2018,Crypto,7.6,7.8,4.6,High,False
CVE-2019-40066,2019,Memory,5.9,8.3,8.4,Medium,False
